sample_index,true_label,predicted_label,confidence_score,probability,probability_class_0,probability_class_1
7740,0,1,0.6122325628947674,0.6122325628947674,0.3877674371052327,0.6122325628947674
9590,0,1,0.8299539952646868,0.8299539952646868,0.1700460047353132,0.8299539952646868
154,0,1,0.5346018577005659,0.4653981422994341,0.5346018577005659,0.4653981422994341
9479,0,1,0.6681065170031464,0.6681065170031464,0.33189348299685373,0.6681065170031464
14908,0,1,0.7890701276496601,0.7890701276496601,0.21092987235033997,0.7890701276496601
6989,0,1,0.6247868554932459,0.37521314450675414,0.6247868554932459,0.37521314450675414
9358,0,1,0.5118876239428086,0.5118876239428086,0.4881123760571914,0.5118876239428086
8527,0,1,0.7773371392068714,0.22266286079312864,0.7773371392068714,0.22266286079312864
6229,0,1,0.7304516536767705,0.26954834632322955,0.7304516536767705,0.26954834632322955
9481,0,1,0.7294837910075948,0.2705162089924052,0.7294837910075948,0.2705162089924052
14679,0,1,0.5927587885522605,0.40724121144773945,0.5927587885522605,0.40724121144773945
4783,0,1,0.9373411055249353,0.9373411055249353,0.06265889447506473,0.9373411055249353
1435,0,1,0.6650446588207519,0.334955341179248,0.6650446588207519,0.334955341179248
9377,0,1,0.980873825507797,0.980873825507797,0.019126174492202885,0.980873825507797
7273,0,1,0.59825136141589,0.59825136141589,0.4017486385841101,0.59825136141589
956,0,1,0.7708909106032583,0.22910908939674154,0.7708909106032583,0.22910908939674154
7649,0,1,0.8294529446401478,0.8294529446401478,0.17054705535985223,0.8294529446401478
7383,0,1,0.6065392537464868,0.3934607462535133,0.6065392537464868,0.3934607462535133
4798,0,1,0.6313362566469433,0.3686637433530568,0.6313362566469433,0.3686637433530568
7778,0,1,0.7254477829531617,0.7254477829531617,0.27455221704683835,0.7254477829531617
1852,0,1,0.8788659902711922,0.8788659902711922,0.1211340097288079,0.8788659902711922
7412,0,1,0.5,0.5,0.5,0.5
13954,0,1,0.7987468872632105,0.7987468872632105,0.20125311273678934,0.7987468872632105
1040,0,1,0.7607039882222787,0.23929601177772128,0.7607039882222787,0.23929601177772128
3244,1,0,0.9695876765555808,0.9695876765555808,0.9695876765555808,0.030412323444419288
10,0,1,0.6048886947268607,0.39511130527313937,0.6048886947268607,0.39511130527313937
8731,0,1,0.5,0.5,0.5,0.5
15441,0,1,0.7629017903762082,0.7629017903762082,0.23709820962379188,0.7629017903762082
7964,0,1,0.5537421754172753,0.5537421754172753,0.4462578245827247,0.5537421754172753
7865,0,1,0.7452807121614172,0.2547192878385827,0.7452807121614172,0.2547192878385827
7032,0,1,0.5510939021902161,0.4489060978097839,0.5510939021902161,0.4489060978097839
989,0,1,0.6927408416201418,0.6927408416201418,0.3072591583798582,0.6927408416201418
7620,0,1,0.6676017313928226,0.33239826860717736,0.6676017313928226,0.33239826860717736
7938,0,1,0.7068372329201655,0.29316276707983446,0.7068372329201655,0.29316276707983446
9011,0,1,0.7801406654781445,0.21985933452185555,0.7801406654781445,0.21985933452185555
4017,0,1,0.8312442791732869,0.8312442791732869,0.168755720826713,0.8312442791732869
5231,1,0,0.8774122955231123,0.8774122955231123,0.8774122955231123,0.12258770447688777
8517,0,1,0.6392303434308313,0.36076965656916865,0.6392303434308313,0.36076965656916865
7096,0,1,0.6007937190555951,0.6007937190555951,0.3992062809444049,0.6007937190555951
12915,0,1,0.7633659400428315,0.23663405995716855,0.7633659400428315,0.23663405995716855
8436,0,1,0.7980100237907874,0.2019899762092126,0.7980100237907874,0.2019899762092126
15933,0,1,0.8884471871648445,0.8884471871648445,0.11155281283515553,0.8884471871648445
9648,1,0,0.8551264036016599,0.8551264036016599,0.8551264036016599,0.14487359639834013
3341,1,0,0.9430672254162551,0.9430672254162551,0.9430672254162551,0.0569327745837449
302,0,1,0.6988587508688524,0.30114124913114754,0.6988587508688524,0.30114124913114754
7745,0,1,0.9095429477358759,0.9095429477358759,0.09045705226412416,0.9095429477358759
6344,0,1,0.5262510208547502,0.5262510208547502,0.4737489791452499,0.5262510208547502
7007,0,1,0.6355352771439999,0.3644647228560001,0.6355352771439999,0.3644647228560001
8017,0,1,0.5999638193011378,0.5999638193011378,0.40003618069886226,0.5999638193011378
7338,0,1,0.6093199879698968,0.3906800120301032,0.6093199879698968,0.3906800120301032
7079,0,1,0.5229907078035215,0.4770092921964784,0.5229907078035215,0.4770092921964784
2844,1,0,0.9182717696686573,0.9182717696686573,0.9182717696686573,0.08172823033134273
7125,0,1,0.5518417517476536,0.44815824825234646,0.5518417517476536,0.44815824825234646
6457,0,1,0.7942259611061567,0.20577403889384333,0.7942259611061567,0.20577403889384333
7986,0,1,0.5223127428042302,0.5223127428042302,0.4776872571957698,0.5223127428042302
8668,0,1,0.8353230633137971,0.8353230633137971,0.16467693668620298,0.8353230633137971
7645,0,1,0.5874565214856706,0.5874565214856706,0.41254347851432943,0.5874565214856706
2421,1,0,0.9838969694160243,0.9838969694160243,0.9838969694160243,0.016103030583975653
15426,0,1,0.7867862080042153,0.21321379199578475,0.7867862080042153,0.21321379199578475
6233,0,1,0.6350182283685875,0.6350182283685875,0.3649817716314126,0.6350182283685875
8802,0,1,0.5520609249787796,0.4479390750212204,0.5520609249787796,0.4479390750212204
8433,0,1,0.7986939396042076,0.2013060603957924,0.7986939396042076,0.2013060603957924
6234,0,1,0.6281809386080691,0.371819061391931,0.6281809386080691,0.371819061391931
885,0,1,0.658809734209001,0.341190265790999,0.658809734209001,0.341190265790999
14748,0,1,0.7554750100542921,0.24452498994570798,0.7554750100542921,0.24452498994570798
7647,0,1,0.610842676498286,0.610842676498286,0.3891573235017139,0.610842676498286
2924,1,0,0.9448363838033936,0.9448363838033936,0.9448363838033936,0.055163616196606466
2927,1,0,0.8276644683098437,0.8276644683098437,0.8276644683098437,0.1723355316901562
126,0,1,0.6072261756802555,0.6072261756802555,0.39277382431974456,0.6072261756802555
4504,0,1,0.7243720797086165,0.7243720797086165,0.2756279202913835,0.7243720797086165
4971,0,1,0.6762720062064693,0.6762720062064693,0.32372799379353073,0.6762720062064693
12843,0,1,0.7749031663870569,0.7749031663870569,0.22509683361294316,0.7749031663870569
9581,0,1,0.5237762744333413,0.47622372556665876,0.5237762744333413,0.47622372556665876
3196,1,0,0.942734385531998,0.942734385531998,0.942734385531998,0.05726561446800207
3055,1,0,0.9627366362966429,0.9627366362966429,0.9627366362966429,0.037263363703357234
7046,0,1,0.7262233237213889,0.2737766762786111,0.7262233237213889,0.2737766762786111
6320,0,1,0.570015658206855,0.570015658206855,0.429984341793145,0.570015658206855
14303,0,1,0.5521610705693469,0.5521610705693469,0.4478389294306531,0.5521610705693469
1591,0,1,0.6536526376215347,0.6536526376215347,0.3463473623784653,0.6536526376215347
15395,0,1,0.9049512263257478,0.9049512263257478,0.09504877367425224,0.9049512263257478
7619,0,1,0.589615581522904,0.41038441847709595,0.589615581522904,0.41038441847709595
7222,0,1,0.7326370197227746,0.7326370197227746,0.2673629802772254,0.7326370197227746
5053,0,1,0.6055954141258223,0.6055954141258223,0.39440458587417765,0.6055954141258223
7814,0,1,0.8315486941867993,0.8315486941867993,0.16845130581320075,0.8315486941867993
2823,1,0,0.9059617871290475,0.9059617871290475,0.9059617871290475,0.09403821287095249
6300,0,1,0.6470862419999273,0.6470862419999273,0.35291375800007274,0.6470862419999273
8070,0,1,0.7315750413021437,0.7315750413021437,0.2684249586978564,0.7315750413021437
2808,1,0,0.9162774275760952,0.9162774275760952,0.9162774275760952,0.08372257242390477
13320,0,1,0.793188053781717,0.206811946218283,0.793188053781717,0.206811946218283
7640,0,1,0.6087768491319959,0.6087768491319959,0.391223150868004,0.6087768491319959
13457,0,1,0.6033707868929433,0.6033707868929433,0.39662921310705673,0.6033707868929433
8556,0,1,0.5081752368189575,0.5081752368189575,0.49182476318104246,0.5081752368189575
13349,0,1,0.7701331954426647,0.7701331954426647,0.22986680455733535,0.7701331954426647
12507,0,1,0.9014929259979991,0.9014929259979991,0.09850707400200083,0.9014929259979991
9130,0,1,0.5868608044175898,0.4131391955824102,0.5868608044175898,0.4131391955824102
8768,0,1,0.845896353406876,0.845896353406876,0.15410364659312392,0.845896353406876
7857,0,1,0.6415867363699748,0.6415867363699748,0.35841326363002524,0.6415867363699748
8458,0,1,0.7411168347869685,0.25888316521303145,0.7411168347869685,0.25888316521303145
9371,0,1,0.9182125494859099,0.9182125494859099,0.0817874505140902,0.9182125494859099
4144,0,1,0.5656698472366938,0.4343301527633063,0.5656698472366938,0.4343301527633063
4335,0,1,0.5057727396021655,0.49422726039783443,0.5057727396021655,0.49422726039783443
8002,0,1,0.6048660130893138,0.6048660130893138,0.39513398691068635,0.6048660130893138
7020,0,1,0.6046981697179191,0.39530183028208093,0.6046981697179191,0.39530183028208093
7279,0,1,0.6001967094305615,0.3998032905694386,0.6001967094305615,0.3998032905694386
6690,0,1,0.5190701727032265,0.5190701727032265,0.4809298272967734,0.5190701727032265
7819,0,1,0.5,0.5,0.5,0.5
137,0,1,0.5693969492061506,0.43060305079384936,0.5693969492061506,0.43060305079384936
4421,0,1,0.7696514981808145,0.23034850181918565,0.7696514981808145,0.23034850181918565
9428,0,1,0.9218385872910113,0.9218385872910113,0.07816141270898866,0.9218385872910113
9201,0,1,0.5266407658729653,0.47335923412703484,0.5266407658729653,0.47335923412703484
3351,1,0,0.9563332272415365,0.9563332272415365,0.9563332272415365,0.04366677275846363
13195,0,1,0.8765502295352144,0.8765502295352144,0.12344977046478556,0.8765502295352144
7227,0,1,0.7421173219052936,0.2578826780947065,0.7421173219052936,0.2578826780947065
14201,0,1,0.6781895240203489,0.6781895240203489,0.3218104759796512,0.6781895240203489
5017,0,1,0.7426320298331426,0.7426320298331426,0.2573679701668574,0.7426320298331426
12715,0,1,0.6614572731222672,0.33854272687773285,0.6614572731222672,0.33854272687773285
6235,0,1,0.5824349094332801,0.4175650905667198,0.5824349094332801,0.4175650905667198
13376,0,1,0.7507482380962585,0.2492517619037416,0.7507482380962585,0.2492517619037416
6309,0,1,0.7738163499776154,0.7738163499776154,0.22618365002238472,0.7738163499776154
4243,0,1,0.5642853965171616,0.43571460348283847,0.5642853965171616,0.43571460348283847
8803,0,1,0.8445388737760834,0.8445388737760834,0.15546112622391664,0.8445388737760834
7936,0,1,0.8747454360534804,0.8747454360534804,0.1252545639465196,0.8747454360534804
11032,1,0,0.8023429370209405,0.8023429370209405,0.8023429370209405,0.19765706297905955
8022,0,1,0.8018834964697246,0.8018834964697246,0.19811650353027546,0.8018834964697246
7013,0,1,0.7021955975049176,0.2978044024950825,0.7021955975049176,0.2978044024950825
5528,1,0,0.8575983858335372,0.8575983858335372,0.8575983858335372,0.1424016141664629
6335,0,1,0.7353087448818518,0.2646912551181482,0.7353087448818518,0.2646912551181482
3739,0,1,0.7995598730650708,0.20044012693492916,0.7995598730650708,0.20044012693492916
5046,0,1,0.5692862165433034,0.5692862165433034,0.4307137834566967,0.5692862165433034
13013,0,1,0.726493808616017,0.273506191383983,0.726493808616017,0.273506191383983
1959,0,1,0.5855130889128468,0.5855130889128468,0.4144869110871532,0.5855130889128468
7361,0,1,0.5754902576520534,0.5754902576520534,0.42450974234794664,0.5754902576520534
1619,0,1,0.6813050850884124,0.31869491491158763,0.6813050850884124,0.31869491491158763
15124,1,0,0.9264892185103717,0.9264892185103717,0.9264892185103717,0.07351078148962831
15688,0,1,0.7310593473381503,0.7310593473381503,0.26894065266184963,0.7310593473381503
6250,0,1,0.5764477885848318,0.42355221141516813,0.5764477885848318,0.42355221141516813
4204,0,1,0.5833004577631686,0.4166995422368314,0.5833004577631686,0.4166995422368314
9491,0,1,0.9047612545700071,0.9047612545700071,0.09523874542999292,0.9047612545700071
7247,0,1,0.5,0.5,0.5,0.5
7949,0,1,0.8448426077052983,0.8448426077052983,0.15515739229470166,0.8448426077052983
329,0,1,0.5832713478423537,0.41672865215764626,0.5832713478423537,0.41672865215764626
3197,1,0,0.8521889961659888,0.8521889961659888,0.8521889961659888,0.14781100383401136
7039,0,1,0.7517665235290634,0.24823347647093663,0.7517665235290634,0.24823347647093663
5019,0,1,0.8489518022249984,0.8489518022249984,0.15104819777500156,0.8489518022249984
2026,0,1,0.6450707332466575,0.35492926675334247,0.6450707332466575,0.35492926675334247
7159,0,1,0.7537502348443444,0.2462497651556555,0.7537502348443444,0.2462497651556555
7056,0,1,0.6861313643549362,0.31386863564506395,0.6861313643549362,0.31386863564506395
9973,1,0,0.9403148714938147,0.9403148714938147,0.9403148714938147,0.05968512850618544
7621,0,1,0.8589176211662488,0.8589176211662488,0.14108237883375116,0.8589176211662488
4181,0,1,0.5561152416455452,0.44388475835445496,0.5561152416455452,0.44388475835445496
2571,1,0,0.8817939674670043,0.8817939674670043,0.8817939674670043,0.11820603253299578
14711,0,1,0.7945041881555884,0.2054958118444116,0.7945041881555884,0.2054958118444116
2867,1,0,0.8229861994276838,0.8229861994276838,0.8229861994276838,0.1770138005723162
9426,0,1,0.7329696707199891,0.7329696707199891,0.2670303292800109,0.7329696707199891
4487,0,1,0.5140790631124204,0.5140790631124204,0.4859209368875796,0.5140790631124204
9354,0,1,0.8812613657206286,0.8812613657206286,0.11873863427937141,0.8812613657206286
7861,0,1,0.8542501230142757,0.8542501230142757,0.14574987698572428,0.8542501230142757
7236,0,1,0.5,0.5,0.5,0.5
793,0,1,0.7741097871237289,0.2258902128762711,0.7741097871237289,0.2258902128762711
9946,1,0,0.9117781697854308,0.9117781697854308,0.9117781697854308,0.08822183021456909
8761,0,1,0.6546904845760804,0.3453095154239197,0.6546904845760804,0.3453095154239197
13065,0,1,0.6248174849707665,0.37518251502923344,0.6248174849707665,0.37518251502923344
2655,1,0,0.865966277546793,0.865966277546793,0.865966277546793,0.13403372245320708
7899,0,1,0.9303789683662219,0.9303789683662219,0.0696210316337781,0.9303789683662219
8755,0,1,0.630200140757578,0.369799859242422,0.630200140757578,0.369799859242422
13709,0,1,0.6932750641571991,0.6932750641571991,0.3067249358428009,0.6932750641571991
7311,0,1,0.6977284532122361,0.6977284532122361,0.30227154678776386,0.6977284532122361
11677,1,0,0.8902240790686945,0.8902240790686945,0.8902240790686945,0.10977592093130556
9879,1,0,0.8508794438310522,0.8508794438310522,0.8508794438310522,0.1491205561689478
13512,0,1,0.6430480964785092,0.3569519035214907,0.6430480964785092,0.3569519035214907
7929,0,1,0.5161568655499532,0.5161568655499532,0.4838431344500468,0.5161568655499532
7681,0,1,0.6811163579827298,0.31888364201727015,0.6811163579827298,0.31888364201727015
6632,0,1,0.8028637542201736,0.8028637542201736,0.19713624577982644,0.8028637542201736
8849,0,1,0.5616419635375242,0.5616419635375242,0.43835803646247595,0.5616419635375242
441,0,1,0.51003690430803,0.51003690430803,0.4899630956919701,0.51003690430803
7918,0,1,0.6055078192242911,0.6055078192242911,0.39449218077570886,0.6055078192242911
3895,0,1,0.7695373490010382,0.2304626509989619,0.7695373490010382,0.2304626509989619
9360,0,1,0.554840542427384,0.554840542427384,0.4451594575726161,0.554840542427384
886,0,1,0.7423032718892331,0.257696728110767,0.7423032718892331,0.257696728110767
7787,0,1,0.6279806313453555,0.6279806313453555,0.3720193686546445,0.6279806313453555
7903,0,1,0.5951329989388814,0.5951329989388814,0.4048670010611187,0.5951329989388814
12657,0,1,0.7539520278390818,0.7539520278390818,0.2460479721609183,0.7539520278390818
14485,0,1,0.8998362986331289,0.8998362986331289,0.1001637013668711,0.8998362986331289
7687,0,1,0.553551747137876,0.4464482528621241,0.553551747137876,0.4464482528621241
8509,0,1,0.6367079849841151,0.6367079849841151,0.36329201501588493,0.6367079849841151
7497,0,1,0.7329511336549743,0.7329511336549743,0.26704886634502556,0.7329511336549743
12521,0,1,0.775183467623072,0.775183467623072,0.224816532376928,0.775183467623072
9511,0,1,0.8948905500740808,0.8948905500740808,0.10510944992591925,0.8948905500740808
5025,0,1,0.5124578057915797,0.5124578057915797,0.48754219420842027,0.5124578057915797
6386,0,1,0.7132306454360444,0.2867693545639556,0.7132306454360444,0.2867693545639556
5077,0,1,0.8917090637153471,0.8917090637153471,0.108290936284653,0.8917090637153471
13321,0,1,0.6389166958296724,0.6389166958296724,0.3610833041703277,0.6389166958296724
2595,1,0,0.8222799988494676,0.8222799988494676,0.8222799988494676,0.17772000115053246
6324,0,1,0.6693872059788117,0.33061279402118826,0.6693872059788117,0.33061279402118826
15321,0,1,0.5732938603792379,0.5732938603792379,0.4267061396207621,0.5732938603792379
15059,0,1,0.9424136898811917,0.9424136898811917,0.05758631011880833,0.9424136898811917
7599,0,1,0.5709005731924973,0.5709005731924973,0.42909942680750274,0.5709005731924973
1865,0,1,0.9367267326135116,0.9367267326135116,0.06327326738648847,0.9367267326135116
2690,1,0,0.9047485087958795,0.9047485087958795,0.9047485087958795,0.09525149120412049
4846,0,1,0.6493531352085462,0.6493531352085462,0.3506468647914538,0.6493531352085462
1291,0,1,0.7930751712479563,0.20692482875204354,0.7930751712479563,0.20692482875204354
4139,0,1,0.7170248801060787,0.2829751198939213,0.7170248801060787,0.2829751198939213
8789,0,1,0.6060969782760116,0.3939030217239884,0.6060969782760116,0.3939030217239884
7956,0,1,0.6783133093727525,0.6783133093727525,0.32168669062724764,0.6783133093727525
7701,0,1,0.5550568830193371,0.444943116980663,0.5550568830193371,0.444943116980663
7866,0,1,0.7719549345640685,0.7719549345640685,0.22804506543593148,0.7719549345640685
13854,0,1,0.7905504462500086,0.20944955374999152,0.7905504462500086,0.20944955374999152
14565,0,1,0.5244679456181331,0.5244679456181331,0.47553205438186696,0.5244679456181331
7870,0,1,0.8830044009352566,0.8830044009352566,0.11699559906474338,0.8830044009352566
13825,1,0,0.8238244098040947,0.8238244098040947,0.8238244098040947,0.17617559019590542
8625,0,1,0.796568984966622,0.20343101503337804,0.796568984966622,0.20343101503337804
7782,0,1,0.7367581542587208,0.26324184574127923,0.7367581542587208,0.26324184574127923
7091,0,1,0.5804703376502421,0.4195296623497578,0.5804703376502421,0.4195296623497578
8573,0,1,0.6983299978236501,0.6983299978236501,0.3016700021763499,0.6983299978236501
8763,0,1,0.5598521069608411,0.44014789303915886,0.5598521069608411,0.44014789303915886
7930,0,1,0.5610191918439913,0.5610191918439913,0.4389808081560088,0.5610191918439913
3159,1,0,0.8810168573834518,0.8810168573834518,0.8810168573834518,0.11898314261654827
5066,0,1,0.7110078187138525,0.2889921812861475,0.7110078187138525,0.2889921812861475
7655,0,1,0.7358759141004355,0.7358759141004355,0.2641240858995646,0.7358759141004355
13614,0,1,0.6617430668418257,0.6617430668418257,0.3382569331581744,0.6617430668418257
13619,0,1,0.6277064263357752,0.3722935736642247,0.6277064263357752,0.3722935736642247
8733,0,1,0.759767533319774,0.24023246668022602,0.759767533319774,0.24023246668022602
2616,1,0,0.930085772270224,0.930085772270224,0.930085772270224,0.06991422772977596
13423,0,1,0.6417278600144858,0.35827213998551427,0.6417278600144858,0.35827213998551427
7450,0,1,0.8780791911528908,0.8780791911528908,0.12192080884710908,0.8780791911528908
8729,0,1,0.5492365752597045,0.45076342474029546,0.5492365752597045,0.45076342474029546
9528,0,1,0.9633488472911711,0.9633488472911711,0.036651152708828884,0.9633488472911711
9536,0,1,0.5715957943383266,0.5715957943383266,0.4284042056616734,0.5715957943383266
9801,1,0,0.807985636333205,0.807985636333205,0.807985636333205,0.19201436366679508
7202,0,1,0.7995435386448126,0.7995435386448126,0.2004564613551874,0.7995435386448126
980,0,1,0.6471146912821784,0.6471146912821784,0.3528853087178216,0.6471146912821784
6254,0,1,0.5772619254690224,0.42273807453097767,0.5772619254690224,0.42273807453097767
9508,0,1,0.6369138581390034,0.36308614186099675,0.6369138581390034,0.36308614186099675
2585,1,0,0.9384854361499811,0.9384854361499811,0.9384854361499811,0.06151456385001895
7877,0,1,0.7770495108034056,0.22295048919659446,0.7770495108034056,0.22295048919659446
9430,0,1,0.5863958670593825,0.5863958670593825,0.41360413294061754,0.5863958670593825
12677,0,1,0.8103261978181743,0.8103261978181743,0.18967380218182572,0.8103261978181743
11009,1,0,0.8406993895496578,0.8406993895496578,0.8406993895496578,0.15930061045034216
8343,0,1,0.5531938651847441,0.44680613481525583,0.5531938651847441,0.44680613481525583
14629,0,1,0.5577121835569546,0.5577121835569546,0.4422878164430455,0.5577121835569546
7975,0,1,0.6789047011240357,0.6789047011240357,0.32109529887596433,0.6789047011240357
14034,0,1,0.8870171923533758,0.8870171923533758,0.11298280764662404,0.8870171923533758
2000,0,1,0.5277776761282809,0.5277776761282809,0.47222232387171925,0.5277776761282809
4762,0,1,0.6904501671633146,0.30954983283668536,0.6904501671633146,0.30954983283668536
46,0,1,0.5128983043008497,0.5128983043008497,0.4871016956991504,0.5128983043008497
2818,1,0,0.8753667591195801,0.8753667591195801,0.8753667591195801,0.12463324088041998
13471,0,1,0.5987964446533705,0.40120355534662955,0.5987964446533705,0.40120355534662955
7313,0,1,0.7607868323525604,0.23921316764743958,0.7607868323525604,0.23921316764743958
13157,0,1,0.6387454381836499,0.3612545618163501,0.6387454381836499,0.3612545618163501
8962,0,1,0.6886617166810636,0.6886617166810636,0.3113382833189365,0.6886617166810636
9399,0,1,0.7129042698195429,0.7129042698195429,0.28709573018045714,0.7129042698195429
7274,0,1,0.5068075767920204,0.49319242320797974,0.5068075767920204,0.49319242320797974
10007,1,0,0.9382735583002794,0.9382735583002794,0.9382735583002794,0.0617264416997207
7636,0,1,0.7228088878230895,0.27719111217691056,0.7228088878230895,0.27719111217691056
8615,0,1,0.7360031891318372,0.7360031891318372,0.2639968108681628,0.7360031891318372
